trial,timestamp,model_id,status,iou_wu,faultCount_max,faultCount_min,faultCurveMax,faultCurveProb,faultDecaySigma_max,faultDecaySigma_min,faultDipAngle_max,faultDipAngle_min,faultRoughSigma,faultRoughness,faultThreshold,faultThrow_max,faultThrow_min,faultZoneWidth,foldAmplitude_max,foldAmplitude_min,foldBaseShift_max,foldBaseShift_min,foldCount_max,foldCount_min,foldDamping,foldSigma_max,foldSigma_min,layerRange_max,layerRange_min,layerThickness_max,layerThickness_min,noiseLevel_max,noiseLevel_min,shearGradient_max,shearGradient_min,shearOffset_max,shearOffset_min,waveletDt,waveletDuration,waveletFreq_max,waveletFreq_min
59,2026-06-15T23:15:14.486450,N/A,FAIL,0.000000,11,6,5.314895683103607,0.4344758443854654,84,55,81,52,9.413107976818415,6.4082513155862335,0.5519845225013671,37,16,1.1571202946994323,10,-38,3.0242592177892735,-0.7302639391441779,40,17,1.4217814313768085,37,16,140,25,3,1,0.5724860743102204,0.014458443458860791,0.02738260372187463,-0.12434463754621124,4.505875068960162,-9.308603362755179,0.001997043012283956,0.11085873628760473,78,67
60,2026-06-15T23:49:00.999677,N/A,FAIL,0.000000,10,5,5.590976979105006,0.31677386333752533,84,51,79,50,8.539623652061174,6.872422057172694,0.6885894378469597,29,15,0.7346636183657171,10,-35,4.561817043478854,-0.9116058289624823,38,13,1.4060432941707108,40,12,197,26,3,1,0.500376210719194,0.011397669102417516,0.027657990795930572,-0.1267803198153543,3.5121492442662077,-8.757786211091476,0.0022856000624112017,0.10241545742454221,83,82
61,2026-06-16T00:28:30.275567,N/A,FAIL,0.000000,11,6,5.909437489784188,0.39176244323031795,81,46,80,55,9.489435867407325,6.791642663025884,0.40643868145458484,41,15,1.2090408217038504,6,-37,3.3406596775587896,-0.7301727275582381,38,13,1.4556851891744689,36,13,139,39,4,1,0.5846631431656557,0.013547985168157847,0.020332300318136987,-0.11990800718049203,2.8815112796106237,-9.475017744424516,0.0014883291473346597,0.10680144340924357,83,82
62,2026-06-16T02:56:17.325778,model_54,COMPLETE,0.658657,12,6,8.457476180981443,0.41760301041660136,74,46,80,52,9.827702765438133,6.313612801716254,0.6448895367243613,29,14,0.9021126811639619,10,-36,4.119259765305709,-0.7699634452654094,39,13,1.4448664217886389,40,17,182,27,4,1,0.5579124821349143,0.010717634058570085,0.022684991816418594,-0.1268854549076005,3.289318178896273,-8.961391171415254,0.0019642013112797464,0.10482547711098417,93,81
63,2026-06-16T05:23:12.527620,model_55,COMPLETE,0.661777,12,6,8.50898426482881,0.3471504579496517,75,43,79,56,9.913484743274134,6.965454610376137,0.6081544582583839,29,14,0.7912952978434435,9,-35,3.97473347561543,-0.5266587512616131,39,12,1.4585157824914143,37,21,164,26,4,1,0.5713322319713877,0.010135840574394202,0.015128754277707417,-0.12197599312003501,2.645254787842478,-9.317259174030998,0.0018306308460520275,0.10621827407125616,96,74
64,2026-06-16T07:37:43.675082,model_56,COMPLETE,0.609733,9,2,11.332870051804788,0.2552512616796009,61,33,80,56,8.304359892850975,5.372707666248885,0.38890080772657876,42,15,0.7408558977236245,0,-28,3.777901148246289,-0.3347401003386735,50,21,1.1919702955318197,41,15,289,70,2,1,0.5740537486154413,0.02693012450541444,0.0013077439139712165,-0.11570409733267295,5.445844989194507,-7.649735020772027,0.0021539108416656094,0.09965941819404923,82,64
65,2026-06-16T10:47:52.095578,model_57,COMPLETE,0.559831,12,6,6.249971455010705,0.2213389098803797,80,45,77,65,5.385879579360681,5.924292143378228,0.24365118470790867,36,13,1.4835216092035557,4,-30,4.97669083856564,-0.9967743225108152,41,16,1.0215330593973322,48,27,215,89,3,1,0.5767306343431332,0.028551684803042945,0.015600304592174503,-0.11830042348830301,3.2267255141871356,-7.68931684867678,0.0012421519387016988,0.09279980131109462,96,78
66,2026-06-16T15:12:03.961247,model_58,COMPLETE,0.606236,11,3,13.036545245206137,0.3937556302722446,68,49,81,61,9.601671187664643,4.34826553379044,0.24353192840601287,29,14,1.2516439887929183,-1,-27,3.2227843432154315,-0.2016862415803804,54,10,0.8064697533295573,41,27,296,57,4,1,0.5521321663837686,0.017987574202056003,0.013209836299962271,-0.10214754927058374,5.607498774366779,-8.170255102393412,0.0008460389319539744,0.09245340261281955,97,82
67,2026-06-16T19:43:48.611729,model_59,COMPLETE,0.600512,11,6,7.864866579247572,0.31870116009614036,66,43,80,57,8.210273183944997,6.038779139881455,0.5569133509629849,32,15,0.6515148329030798,7,-34,3.5589866218423376,-0.44033894537668367,39,10,1.2235907004663236,41,24,220,39,4,1,0.5605987442548135,0.012829744321629222,0.012523228689494391,-0.12214885833114067,3.14052854567417,-8.630647341929585,0.0012894888837415657,0.09973073182109815,105,85
68,2026-06-16T23:47:48.829334,model_60,COMPLETE,0.535464,12,5,9.315620994350775,0.3845114400143155,76,55,76,59,9.385522836055985,6.333820025109035,0.5742862871152526,28,15,0.5940724583933765,8,-37,4.011882792777641,-0.3275088401342967,43,12,1.3422929137013662,45,23,192,49,4,1,0.5598887766474743,0.010525794204093247,0.0117285266558908,-0.11788524844462163,2.5474116252659167,-9.330319521074909,0.0025772277387052945,0.11053608511460847,89,62
69,2026-06-17T04:14:39.036659,model_61,COMPLETE,0.661123,12,6,4.304146639739408,0.44146300239977754,84,48,82,52,7.67470942211507,6.843476327280222,0.7165415111098689,31,12,0.7764757918476264,9,-38,3.952357713066763,-0.9539545605963534,39,10,1.40654793622576,48,13,194,35,3,1,0.5271792263504075,0.011298016688300208,0.028540969085051594,-0.12771747105956424,3.4201419183185147,-9.449929307015386,0.0015105275415587369,0.10841807804608142,83,82
70,2026-06-17T08:43:51.748981,model_62,COMPLETE,0.557294,12,5,6.577597882371399,0.3926709793365326,78,37,79,62,9.283170132142946,6.843278108071441,0.5163895664671108,30,14,0.559811930465628,10,-34,3.887919457394822,-0.6556346746377661,38,17,1.4839720010963449,47,16,148,52,4,1,0.5794113420534458,0.012032830147561074,0.011202304867549955,-0.10383601481734801,2.572286201623045,-9.165265503783951,0.001491193710545622,0.10067674379379399,93,84
81,2026-06-17T10:12:09.519858,N/A,FAIL,0.000000,12,6,9.652734343926344,0.3518959931428836,81,54,80,54,9.541235533129377,6.487514211547552,0.8039175753428925,28,13,0.8009333795662884,7,-34,4.251369093673807,-0.8313332369803587,44,18,1.368558268450753,60,25,227,39,5,1,0.5560592693759888,0.014721863435186276,0.019632475459803716,-0.12790757920590196,3.2766294978572454,-8.389100543141009,0.0018100873479552902,0.10851517723432133,91,89
82,2026-06-17T11:53:39.506953,N/A,FAIL,0.000000,11,6,7.32521670992122,0.49129970947347984,69,44,82,52,5.148131422785841,6.212725275255629,0.8527406239229894,28,13,1.0065111334175727,2,-38,3.9984927063881606,-0.9339721004805086,46,13,1.3606973478572002,48,16,234,34,4,1,0.5579884426513614,0.010149435390830526,0.02176770108977289,-0.12791518315376435,3.9747479915158204,-8.901780896182883,0.0006930255799648616,0.102306057716616,83,80
84,2026-06-19T07:45:33.642023,N/A,FAIL,0.000000,12,6,5.423209173703027,0.36399976164281467,83,50,82,54,6.642715588548548,6.419145754922367,0.688438178161911,33,12,0.9977332497006841,10,-37,3.5886716461732275,-0.9922047326856163,46,12,1.109689711735065,58,12,185,33,3,1,0.5183748427796043,0.011686331410044598,0.023656648699390187,-0.12817796182177307,2.982064040713392,-9.279053483114364,0.0019398330897797138,0.10554689178992031,91,74
85,2026-06-19T07:59:54.723058,N/A,FAIL,0.000000,8,2,10.940737362399364,0.15038845296247053,58,48,81,62,7.860629308726706,5.8978212994425405,0.28261058470316447,35,14,0.7979675211845456,2,-28,4.458099414768084,-0.5881863806189567,54,20,0.8921175181941505,75,20,193,76,2,1,0.5330844079053191,0.018516605805916558,0.02213986217196107,-0.11407822978678275,2.708872638133489,-8.62285551064075,0.0017342127441257655,0.10292588289988931,92,63
